user_id,name,designation,course_id,course_title,course_tag,course_duration,modules_completed,total_modules,completion_percentage,course_score,performance_score
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,55ea5fd6-c51a-4923-b390-b1957a50f298,Public-key methodical neural-net,UI/UX Design,116,2.0,3,66.66666666666666,70,60.17821782178218
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,5b3b1bdd-a35d-435d-8473-0d92dd911d32,Synergistic bottom-line leverage,UI/UX Design,101,6.0,7,85.71428571428571,47,60.17821782178218
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,699a90ef-bd36-4eb4-8286-15d8ff970eda,Networked asynchronous archive,DevOps,100,2.0,4,50.0,29,60.17821782178218
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,6a52ebe0-0cd7-41a8-b825-3704194741a0,Synchronized system-worthy migration,Web Development,139,5.0,6,83.33333333333334,98,60.17821782178218
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,6e14ec87-40fe-4809-b762-daa4db93dd3f,Reverse-engineered next generation data-warehouse,UI/UX Design,69,5.0,7,71.42857142857143,75,60.17821782178218
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,a3ddc761-3c41-4f7f-a56e-e575d1bc25ad,Upgradable dedicated flexibility,Generative AI,131,3.0,4,75.0,28,60.17821782178218
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,a486147a-14bc-495f-b315-8b115d689ce1,Grass-roots tangible frame,DevOps,78,2.0,5,40.0,76,60.17821782178218
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,b126a3f1-2b94-4de0-8e8f-596f478c7de3,Cross-group national framework,Mobile Development,120,2.0,5,40.0,89,60.17821782178218
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,db152902-82d6-4ba2-aa87-f7aa9faf0d69,Multi-tiered mission-critical implementation,Data Science,86,1.0,3,33.33333333333333,35,60.17821782178218
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,df04b2a3-7c27-4f33-b4bd-fdf102fd0f01,Synergized modular access,Data Engineering,75,3.0,4,75.0,59,60.17821782178218
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,ec547ddb-3fec-424b-a343-ddafec1fa0cf,Visionary asymmetric hub,DevOps,95,3.0,4,75.0,65,60.17821782178218
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,fc64aa01-38bb-4ccf-b446-869c1fd3fcf1,Adaptive context-sensitive Local Area Network,Mobile Development,75,3.0,5,60.0,46,60.17821782178218
028d0ea0-c7cb-40f0-a0da-f2a53888dd37,Charles Sanders,Web Developer,fdfb691a-6314-4d16-85d7-a19611600b8a,Ameliorated responsive Local Area Network,DevOps,69,4.0,7,57.14285714285714,64,60.17821782178218
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,2191c368-9102-4d66-a668-5ccf7d317509,Reverse-engineered needs-based flexibility,Cybersecurity,118,4.0,6,66.66666666666666,28,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,30197a42-f77e-49c2-8946-4bbd36fbf79d,Multi-channeled stable help-desk,Generative AI,151,4.0,6,66.66666666666666,94,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,38782344-4b97-4ab7-a03f-dd9c9e236ffb,Devolved hybrid structure,Generative AI,150,1.0,5,20.0,67,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,3f04b295-f148-4f74-b86f-daa8506c9048,Polarized needs-based success,Web Development,104,4.0,6,66.66666666666666,57,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,3f4c255a-3ed2-4c07-8b82-3fb30c863226,Ergonomic intangible adapter,Data Science,172,2.0,4,50.0,82,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,445a1b9a-826f-4f65-90f1-7771578fac5f,User-friendly motivating projection,UI/UX Design,147,5.0,11,45.45454545454545,22,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,55ea5fd6-c51a-4923-b390-b1957a50f298,Public-key methodical neural-net,UI/UX Design,116,5.0,6,83.33333333333334,41,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,5b3b1bdd-a35d-435d-8473-0d92dd911d32,Synergistic bottom-line leverage,UI/UX Design,101,2.0,4,50.0,65,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,699a90ef-bd36-4eb4-8286-15d8ff970eda,Networked asynchronous archive,DevOps,100,0.0,3,0.0,42,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,6a52ebe0-0cd7-41a8-b825-3704194741a0,Synchronized system-worthy migration,Web Development,139,2.0,2,100.0,94,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,6e14ec87-40fe-4809-b762-daa4db93dd3f,Reverse-engineered next generation data-warehouse,UI/UX Design,69,2.0,4,50.0,36,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,a3ddc761-3c41-4f7f-a56e-e575d1bc25ad,Upgradable dedicated flexibility,Generative AI,131,0.0,3,0.0,97,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,a486147a-14bc-495f-b315-8b115d689ce1,Grass-roots tangible frame,DevOps,78,3.0,7,42.857142857142854,89,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,b126a3f1-2b94-4de0-8e8f-596f478c7de3,Cross-group national framework,Mobile Development,120,4.0,6,66.66666666666666,46,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,db152902-82d6-4ba2-aa87-f7aa9faf0d69,Multi-tiered mission-critical implementation,Data Science,86,4.0,6,66.66666666666666,84,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,df04b2a3-7c27-4f33-b4bd-fdf102fd0f01,Synergized modular access,Data Engineering,75,1.0,2,50.0,45,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,ec547ddb-3fec-424b-a343-ddafec1fa0cf,Visionary asymmetric hub,DevOps,95,1.0,4,25.0,33,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,eee76786-5a72-4d28-9a2e-23266b968959,Digitized high-level throughput,Generative AI,77,3.0,6,50.0,81,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,fc64aa01-38bb-4ccf-b446-869c1fd3fcf1,Adaptive context-sensitive Local Area Network,Mobile Development,75,1.0,4,25.0,86,61.739999999999995
052ed4f6-f6a6-45f1-845d-189325975745,Melissa Hall,Data Scientist,fdfb691a-6314-4d16-85d7-a19611600b8a,Ameliorated responsive Local Area Network,DevOps,69,2.0,5,40.0,97,61.739999999999995
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,2191c368-9102-4d66-a668-5ccf7d317509,Reverse-engineered needs-based flexibility,Cybersecurity,118,2.0,6,33.33333333333333,100,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,30197a42-f77e-49c2-8946-4bbd36fbf79d,Multi-channeled stable help-desk,Generative AI,151,2.0,4,50.0,22,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,38782344-4b97-4ab7-a03f-dd9c9e236ffb,Devolved hybrid structure,Generative AI,150,3.0,5,60.0,75,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,3f04b295-f148-4f74-b86f-daa8506c9048,Polarized needs-based success,Web Development,104,1.0,4,25.0,28,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,3f4c255a-3ed2-4c07-8b82-3fb30c863226,Ergonomic intangible adapter,Data Science,172,3.0,4,75.0,92,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,445a1b9a-826f-4f65-90f1-7771578fac5f,User-friendly motivating projection,UI/UX Design,147,5.0,6,83.33333333333334,45,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,55ea5fd6-c51a-4923-b390-b1957a50f298,Public-key methodical neural-net,UI/UX Design,116,0.0,1,0.0,46,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,5b3b1bdd-a35d-435d-8473-0d92dd911d32,Synergistic bottom-line leverage,UI/UX Design,101,2.0,6,33.33333333333333,72,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,699a90ef-bd36-4eb4-8286-15d8ff970eda,Networked asynchronous archive,DevOps,100,1.0,2,50.0,56,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,6a52ebe0-0cd7-41a8-b825-3704194741a0,Synchronized system-worthy migration,Web Development,139,2.0,4,50.0,96,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,6e14ec87-40fe-4809-b762-daa4db93dd3f,Reverse-engineered next generation data-warehouse,UI/UX Design,69,6.0,9,66.66666666666666,90,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,a3ddc761-3c41-4f7f-a56e-e575d1bc25ad,Upgradable dedicated flexibility,Generative AI,131,4.0,7,57.14285714285714,50,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,a486147a-14bc-495f-b315-8b115d689ce1,Grass-roots tangible frame,DevOps,78,3.0,5,60.0,62,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,b126a3f1-2b94-4de0-8e8f-596f478c7de3,Cross-group national framework,Mobile Development,120,1.0,2,50.0,40,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,db152902-82d6-4ba2-aa87-f7aa9faf0d69,Multi-tiered mission-critical implementation,Data Science,86,2.0,4,50.0,100,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,df04b2a3-7c27-4f33-b4bd-fdf102fd0f01,Synergized modular access,Data Engineering,75,5.0,7,71.42857142857143,60,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,ec547ddb-3fec-424b-a343-ddafec1fa0cf,Visionary asymmetric hub,DevOps,95,1.0,3,33.33333333333333,41,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,eee76786-5a72-4d28-9a2e-23266b968959,Digitized high-level throughput,Generative AI,77,2.0,8,25.0,25,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,fc64aa01-38bb-4ccf-b446-869c1fd3fcf1,Adaptive context-sensitive Local Area Network,Mobile Development,75,4.0,7,57.14285714285714,22,59.099999999999994
053cade3-bc29-4f75-8f3c-ca5bb18fce03,Jesse Monroe,Data Scientist,fdfb691a-6314-4d16-85d7-a19611600b8a,Ameliorated responsive Local Area Network,DevOps,69,3.0,6,50.0,46,59.099999999999994
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,2191c368-9102-4d66-a668-5ccf7d317509,Reverse-engineered needs-based flexibility,Cybersecurity,118,3.0,7,42.857142857142854,22,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,30197a42-f77e-49c2-8946-4bbd36fbf79d,Multi-channeled stable help-desk,Generative AI,151,0.0,4,0.0,54,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,38782344-4b97-4ab7-a03f-dd9c9e236ffb,Devolved hybrid structure,Generative AI,150,3.0,8,37.5,56,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,3f04b295-f148-4f74-b86f-daa8506c9048,Polarized needs-based success,Web Development,104,2.0,4,50.0,99,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,3f4c255a-3ed2-4c07-8b82-3fb30c863226,Ergonomic intangible adapter,Data Science,172,3.0,6,50.0,86,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,445a1b9a-826f-4f65-90f1-7771578fac5f,User-friendly motivating projection,UI/UX Design,147,0.0,1,0.0,29,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,55ea5fd6-c51a-4923-b390-b1957a50f298,Public-key methodical neural-net,UI/UX Design,116,4.0,6,66.66666666666666,32,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,5b3b1bdd-a35d-435d-8473-0d92dd911d32,Synergistic bottom-line leverage,UI/UX Design,101,1.0,2,50.0,48,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,699a90ef-bd36-4eb4-8286-15d8ff970eda,Networked asynchronous archive,DevOps,100,3.0,7,42.857142857142854,51,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,6a52ebe0-0cd7-41a8-b825-3704194741a0,Synchronized system-worthy migration,Web Development,139,0.0,2,0.0,84,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,6e14ec87-40fe-4809-b762-daa4db93dd3f,Reverse-engineered next generation data-warehouse,UI/UX Design,69,2.0,8,25.0,80,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,a3ddc761-3c41-4f7f-a56e-e575d1bc25ad,Upgradable dedicated flexibility,Generative AI,131,3.0,3,100.0,82,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,a486147a-14bc-495f-b315-8b115d689ce1,Grass-roots tangible frame,DevOps,78,4.0,6,66.66666666666666,29,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,b126a3f1-2b94-4de0-8e8f-596f478c7de3,Cross-group national framework,Mobile Development,120,1.0,1,100.0,27,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,db152902-82d6-4ba2-aa87-f7aa9faf0d69,Multi-tiered mission-critical implementation,Data Science,86,1.0,3,33.33333333333333,91,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,df04b2a3-7c27-4f33-b4bd-fdf102fd0f01,Synergized modular access,Data Engineering,75,1.0,5,20.0,86,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,ec547ddb-3fec-424b-a343-ddafec1fa0cf,Visionary asymmetric hub,DevOps,95,6.0,9,66.66666666666666,46,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,eee76786-5a72-4d28-9a2e-23266b968959,Digitized high-level throughput,Generative AI,77,0.0,5,0.0,32,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,fc64aa01-38bb-4ccf-b446-869c1fd3fcf1,Adaptive context-sensitive Local Area Network,Mobile Development,75,1.0,6,16.666666666666664,36,54.17999999999999
067fbb90-97f1-4857-9a32-dc71f2b64f0a,Richard Turner,Mobile Developer,fdfb691a-6314-4d16-85d7-a19611600b8a,Ameliorated responsive Local Area Network,DevOps,69,3.0,7,42.857142857142854,38,54.17999999999999
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,2191c368-9102-4d66-a668-5ccf7d317509,Reverse-engineered needs-based flexibility,Cybersecurity,118,2.0,3,66.66666666666666,89,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,30197a42-f77e-49c2-8946-4bbd36fbf79d,Multi-channeled stable help-desk,Generative AI,151,3.0,5,60.0,76,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,38782344-4b97-4ab7-a03f-dd9c9e236ffb,Devolved hybrid structure,Generative AI,150,6.0,11,54.54545454545454,31,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,3f04b295-f148-4f74-b86f-daa8506c9048,Polarized needs-based success,Web Development,104,1.0,2,50.0,64,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,3f4c255a-3ed2-4c07-8b82-3fb30c863226,Ergonomic intangible adapter,Data Science,172,3.0,7,42.857142857142854,47,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,445a1b9a-826f-4f65-90f1-7771578fac5f,User-friendly motivating projection,UI/UX Design,147,5.0,7,71.42857142857143,92,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,55ea5fd6-c51a-4923-b390-b1957a50f298,Public-key methodical neural-net,UI/UX Design,116,3.0,6,50.0,91,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,5b3b1bdd-a35d-435d-8473-0d92dd911d32,Synergistic bottom-line leverage,UI/UX Design,101,4.0,6,66.66666666666666,30,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,699a90ef-bd36-4eb4-8286-15d8ff970eda,Networked asynchronous archive,DevOps,100,1.0,2,50.0,28,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,6a52ebe0-0cd7-41a8-b825-3704194741a0,Synchronized system-worthy migration,Web Development,139,1.0,1,100.0,87,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,6e14ec87-40fe-4809-b762-daa4db93dd3f,Reverse-engineered next generation data-warehouse,UI/UX Design,69,3.0,5,60.0,90,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,a3ddc761-3c41-4f7f-a56e-e575d1bc25ad,Upgradable dedicated flexibility,Generative AI,131,3.0,5,60.0,35,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,a486147a-14bc-495f-b315-8b115d689ce1,Grass-roots tangible frame,DevOps,78,2.0,4,50.0,96,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,b126a3f1-2b94-4de0-8e8f-596f478c7de3,Cross-group national framework,Mobile Development,120,1.0,4,25.0,88,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,db152902-82d6-4ba2-aa87-f7aa9faf0d69,Multi-tiered mission-critical implementation,Data Science,86,4.0,5,80.0,100,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,df04b2a3-7c27-4f33-b4bd-fdf102fd0f01,Synergized modular access,Data Engineering,75,1.0,3,33.33333333333333,54,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,ec547ddb-3fec-424b-a343-ddafec1fa0cf,Visionary asymmetric hub,DevOps,95,3.0,8,37.5,69,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,eee76786-5a72-4d28-9a2e-23266b968959,Digitized high-level throughput,Generative AI,77,2.0,4,50.0,89,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,fc64aa01-38bb-4ccf-b446-869c1fd3fcf1,Adaptive context-sensitive Local Area Network,Mobile Development,75,3.0,7,42.857142857142854,98,68.4
0b655ae0-6100-4c73-a42d-d8312d34a7d0,Bobby Jenkins,AI Specialist,fdfb691a-6314-4d16-85d7-a19611600b8a,Ameliorated responsive Local Area Network,DevOps,69,0.0,5,0.0,53,68.4
0c73a345-2d5f-4d33-b5e6-a58231e78553,Kayla Miller,DevOps Engineer,2191c368-9102-4d66-a668-5ccf7d317509,Reverse-engineered needs-based flexibility,Cybersecurity,118,3.0,7,42.857142857142854,71,50.81
0c73a345-2d5f-4d33-b5e6-a58231e78553,Kayla Miller,DevOps Engineer,30197a42-f77e-49c2-8946-4bbd36fbf79d,Multi-channeled stable help-desk,Generative AI,151,0.0,2,0.0,32,50.81
0c73a345-2d5f-4d33-b5e6-a58231e78553,Kayla Miller,DevOps Engineer,38782344-4b97-4ab7-a03f-dd9c9e236ffb,Devolved hybrid structure,Generative AI,150,2.0,3,66.66666666666666,57,50.81
0c73a345-2d5f-4d33-b5e6-a58231e78553,Kayla Miller,DevOps Engineer,3f04b295-f148-4f74-b86f-daa8506c9048,Polarized needs-based success,Web Development,104,3.0,9,33.33333333333333,60,50.81
0c73a345-2d5f-4d33-b5e6-a58231e78553,Kayla Miller,DevOps Engineer,3f4c255a-3ed2-4c07-8b82-3fb30c863226,Ergonomic intangible adapter,Data Science,172,2.0,4,50.0,67,50.81
